gold_summary,model_summary,session_key
"I want to retire near a beach. I study marketing, but want to design. I lived 3 years in Alaska. I live in Florida. I have blonde hair and blue eyes. I play baseball. I do not like sports,my parents did though. I have a smart car.","Good morning. I am luciano. How are you? I'm good, I would like to retire on a beach someday, would you? Oh yes!! Right now I am studying marketing, but want to be an ad designer. Really, where are you from. I lived in alaska for three years. I bet alaska has lots of seafood..i love seafood. Florida for me. My blonde hair and blue eyes would seem a little out of place in florida. Lol!! Do you like sports? Baseball is my favorite to play. Not much of a sports fan, although my parents who were from the north were. What part of the north? Do you know any other languages. I love learning new ones. I'm not very smart, but I do own a smart car that is small.",test_545_1
I am thinking of getting a Smart car. I find my Smart car comfy. I have a Smart car. I live by the beach. I live in Florida. I want to retire somewhere sunny. I live in Alaska because of my work. I am not used to the cold in Alaska. I live in Alaska. My Smart car saves me gas money. I find driving in slush scary sometimes. I try to not drive when there is a snowstorm. I think Alaska's weather is bizarre. I have seen a polar bear.,"it's pretty comfy like regular cars, im liking it so far. how's life in Florida going for you these days? It's very humid, sunny, and wonderful. I like being by the beach. How do you get used to how cold it is in Alaska? Do you have to wear protective clothing? im still not used to the cold here lol, but have to be here for my work. can't wait to retire somewhere sunny  Where would you go after retirement? I heard areas closer to the equator are warmer. Is it better to have a smart car in Alaska than a gas fueled one? Are blizzards really common where you are? I heard some of Alaska isn't too bad and it's bright quite a lot. I also heard it can get really dark when it's around the winter season. I've always been curious how hard it is to survive in Alaska.",test_545_2
My friends want to buy pictures of a polar bear. I will try to get pictures of polar bears when I go out again. I would love to go to Alaska. I have never been to Alaska. I find winters in Alaska tough and summers magical. I plan to move somewhere warmer than Alaska some day. I love Alaska in the summer. I live in Florida. I live where it can be 100 degrees in the summer. I am thinking about selling my small car. I am thinking about buying a small car. I own a Smart car. My Smart car is not practical in winter in Alaska. I have to work all winter.,"No I did not. It was far away but I was able to identify it anyway. Have you ever been to Alaska? No, I would love to go there. What season would be best for visiting? I love summer in Alaska! It is beautiful and there is so much to see and do. I will eventually move somewhere warmer (maybe Florida close to you!) because winter is tough here, but summers are magical. You will not be disappointed. No it does not get that warm. We have nice warm summers but it does not get too hot. Are you still thinking of getting a smart car? I am debating selling mine. I'm still thinking about getting one. Why are you thinking about selling yours?  It isn't practical for Alaska weather. I enjoy it in the summer but I need something more reliable for winter. It is hard to get around in a Smart Car here. I think you would enjoy it in Florida. Thanks for the advice. I'm a little worried about switching to a smart car, so hearing that you were thinking about selling yours already made me a little worried. Has the weather been bad for the smart car lately there in Alaska? It is getting better now. I am glad warmer weather is here. I do not enjoy the cold but I have to work here all winter so I don't have a choice!",test_545_3
I willing to buy your car. I will consider your offer. send some picture on your car. Here the weather is not good so send you later. I don't think I could stick all the cold weather you have there. I like warm weather. I like my car to get around. I  search for work somewhere warmer. I didn't thinking about moving. I recommend you some job searching site for florida. I will search jobs in Florida.,I would like to buy your smart car I could fly one way and drive it home. Yeah I would definitely consider selling it to you as it's not ideal around here with the sort of weather we have. No I bet it isn't it would be ideal for me though here in Florida. Maybe you could send some pictures of it over to me so I can have a look. Yeah that is what I need. I'm not a big fan of the cold weather I would love to move somewhere warmer I bet the weather is great where you are? It's lovely and warm here most of the time. I love it here and a little smart car would be ideal for me to get around. I will have to search for work somewhere warmer that's all that is keeping me here is my job.. No not really just somewhere warmer that I can get a decent job.,test_545_4
MY name is Mark. I like the band creed. I drink alcohol. I have never heard of creed. I work as a mechanic. I listen to music at work. I am in a rock band. I play the drums. i enjoy playing the drums. I like to go to the beach. i have an unborn son. My child is due to be born in July. I am a songwriter. The. My father was an alcoholic. i have a friend named Mike. i compose songs for others to write.,"Heyyy I'm mark! I've been drinking a little this morning but I like creed the best. They're a rock band I listen to them in the shop. I'm a mechanic. Ah, that sounds cool! I actually play drums in a rock band myself. I like to play drums myself when I've been drinking. Ha, I prefer to drink on the beach where I grew up. I want to take my kid to the beach after he is born. In july. Hopefully he won't be alcoholic like me and dad. That actually reminds me of a song I wrote about my alcoholic father. I think it's a great song. I composed it, but my friend mike sang it.",test_548_1
I have to work tomorrow. I am in a band and we have a new single. I play drums. My drumming skills are on point. I have jam sessions in my garage every Saturday night. I also play drums. I work at a garage. I play bongos and other percussion instruments as well as drums. My partner is pregnant with out son. I'm not sure I want to be a parent. I date women. I don't have children. I am not currently in a relationship. I am a songwriter. I want to be a good father. I'm excited about becoming a parent but also nervous.,"Send me the link to the song! I'll listen to it at work tomorrow. Is it a song from your band? Yes! Our newest single! Thanks for the support! We need to get together and jam soon. You're welcome! I'd love to jam and I'm really on point with my drumming skills lately. When's the next jam session at your garage? This is going to be killer! I have to get my fun and wild antics in before my son is born! After that, the missus will have me on a tight leash. I don't. I am not sure if parenting life is for me. But who knows! Maybe if I meet the right person some day. Are you excited to be a dad? It shouldn't be too hard to pull a hot babe, what with you being a rock star and songwriter. Yes, I'm excited but also terribly nervous. I just want to be a great dad, and I know it's going to be tough.",test_548_2
I am a musician. I want to be a singer and songwriter. My father has issues with alcoholism. I'm part of a band. I recently lost my job. I'm not currently looking for a job. I'm single but actively dating. I'm going to be a father to a baby boy. I play the bongos.,"I sent you that copy of my new single..  I'm really excited to hear what you think, particularly about the drumming. Yup, it was inspired by Creed, I want to be a singer and songwriter. That would be so awesome lol! My band drinks alot though everytime we celebrate after a gig, I gotta be careful not to end up a alcoholic like my dad Haha thanks, I'm still pissed about getting fired from my job though, so just taking a break and focusing more on dating at the moment, just having some fun We're doing pretty good. She's getting a little antsy about having this better - she's ready for our son to be out of her belly that's for sure. Getting more and more nervous though! ",test_548_3
I am about to have a baby boy. I will name him Scott. I dislike nicknames from other people. I have been ready to have a child for a long time. I am a man. I like music. I think of naming my child after a famous musician. I think names like Jovi or Hendrix are interesting and good because they do not necessarily automatically seem to be connected to music performers. I have a cousin named Scott. I also like music and took inspiration from a famous person for my son's name. I do not plan to have children anytime soon. I am not familiar with the group Creed. I do not mind knowing musical groups that are not familiar to other people. Listening to their music gave me confidence when I felt insecure.,"He's gonna be little Scott! I can't wait until I can say hi to him.  I'll be honest in saying that Scott Stapp from Creed is a big inspiration for the name, haha. As well as a cousin's. Of course, that name can blend in. But Hendrix and Jovi would be great names. And I mean, shoot, kids aren't gonna be catching the importance of those names on the regular, anyway. I think those can ""blend in"" in that sense, but still be unique and strong. Yeah, and maybe they'd sound pretty retro! Though I'm not having kids any time soon. You really do love Creed, don't you! I still can't believe I'm not familiar.",test_548_4
I like to bike. I go to college. I am a computer genius and love reading. I instruct Jiu-jitsu and am into martial arts. I eat healthy. I'm allergic to dairy. I like coconut. I live in New York. I live in New York.,Sounds great! I am off to college in a bit. Full schedule and then summer classes too. Awesome I am a computer genius and love reading. Wow. Impressive. I am into martial arts. Jiu-jitsu. I instruct that. I eat lots of meats plants to healthy. That is healthy. I stay away from dairy. I am allergic. I live in new york.,test_55_1
I want to become a martial arts writer. I'm studying English. I'm a student. I work in tech. I like to go bike riding.,Class was the same as usual. I'm studying English and hope to write books about Jiu-jitsu and martial arts! Haha I'll send you a signed copy of my first book! You'll probably make it famous in tech before me! It sounds like we have a business plan made up already!  I'm down if you are! They always say that two heads are better than one. That works with me! We can go for a bike ride too!,test_55_2
I write computer programs. I am a writer. The computer program I wrote is good for grammar and editing. I will finish the program in the next couple of weeks. I am unsure about what to write. I have writer's block. I have classes. I like to read. I am reading fiction. I think writing non-fiction is less fun. I think writing fiction is fun.,"I just wrote a new computer program that might help you with your writing. oh wow. that sounds really awesome. when can I try it out? It's not finished yet, but I'll send you a link so that you can do a beta test on it in the next couple weeks.  Have you decided what you want to write about?  It would be awesome if you could try it with both academic and ""for fun"" pieces. not currently. I'm sure that will change here soon.  I've been reading this really neat fiction series lately.  Do you enjoy writing fiction or non fiction more? I like fiction. it's more fun. ",test_55_3
I'm working on a program. I use grammarly. I write suspense/psychological thrillers. I write non-fiction to help with my fiction writing. I can't wait to test the program.,"I am working on tailoring the program to non-fiction for you. That would be great!  I use grammarly now, but it's so expensive. I'd love to test the program for you!   I enjoy suspense/psychological thrillers.  It's emotionally grabbing, even when writing it.  Right now though I'm so blocked. It feels like every good idea in the world has already been written. I do meet with some in an outside group.  What usually helps me though is to write non-fiction for a while.  It's tedious and not nearly as much fun, but just the process of writing sometimes gets me kick-started.  Plus it helps pay the bills. Exactly.  Sometimes when I'm researching for a non-fiction piece, I stumble across something that makes me think like that, and then I get out of my rut.  Sounds like you now a bit about writing yourself! My hat's off to you creative types. Yeah, reading fiction can be a nice break from all the programming and can help deal with my own blocks. Also helps me think of what issues writers might encounter. Yes, that's what I was thinking. You couldn't write software like that without some idea of what the writing process is like, and what writers need.  I'm looking forward to you finishing the program so it can be tested!",test_55_4
"I'm from the great lakes area, just south of canada. I drove up to Traverse city once. I have a vw. I think Michigan is a decent place besides flint and detroit. I have a vw old style beetle. It still has the vase holder. I have a family of honda civics. They are very reliable. I am partial to vws.","Howdy. How are we doing today? Going great. I can't say the same for the weather outside - it's pouring right now. I'm from the midwest- great lakes area just south of canada. I did a driving trip up to traverse city once in my vw. Fun times. Nope, just an old style beetle. Still have the vase holder. What about you? Hondas are good cars. Though I have to say I'm partial to vw.",test_550_1
I have access to a Honda Civic. I like cars made by Honda. I live near Wisconsin. I recently visited Traverse City and saw Lake Michigan. I want to convert a Volkswagen Beetle into a dune buggy. I know how to work on cars. I own a Volkswagen Beetle. I can do simple car maintenance. I am a mechanic. I work on cars and aircraft.,"I am thinking of going to Wisconsin for a road trip in the Honda Civic. Yes but unfortunately they aren't very comfortable. That's why I'm mostly taking backroads so that I can have fun in the corners. I like the old VW bugs too. How did your trip to Traverse City go? Traverse City was cool. I visited a few cool wineries, walked on the dunes at the Sleeping Bear Dunes National Lakeshore park, and checked out Lake Michigan. Have you thought about turning the VW into a sand buggy? That's one of my dream garage projects. No, I haven't, but I'm interested in learning more about it. What type of modifications would I need to do? I think I'd have a mechanic do the suspension, but I could handle the wheels and seat belts probably. I'll have to look at some modified VW Beetle sand buggies online. Yeah that's a great idea! I've been an automotive and aircraft mechanic for years so I would be more than happy to help. I'm sure I could offer some guidance with parts brands and whatnot. Also I would love to see some pictures of the car!",test_550_2
Speaker 1 has a tight space. Speaker 1 works with airplanes. Speaker 1 keeps airplanes in their garage. Speaker 1 knows about airplanes and car mechanics. Speaker 1 works on single propeller planes. Speaker 1 does airplane work as a side gig. Speaker 1's partner is a pilot. Speaker 1 does not fly. Speaker 1's partner is a male. Speaker 2 does not make enough money to take flying lessons.,"Great! Seatbelts are important for off roading.  When can I pick them up? Seatbelts in a VW beetle? what is that? lol. I would be free this Thursday, so come on by Cool, I will swing by around 2 PM.  Do you happen to have any All Terrain tires also? I think I have some in the back but I need to find them. My garage is so disorganized. Maybe you can help me find them when you come by. I would, but I will be in a bit of a rush to pick up the kid from school.  I appreciate it though.  Sounds like you could use a bigger garage. That is OK, I know generally where they are so I could find them myself. Yea I need a bigger garage. I am tight for space ever since I started working on airplanes too. actually they are easier to work on. Cars nowadays use more electronics. With the single propeller planes the engines are still simple and basic. It's funny i work on planes but do not know how to fly them. My partner is a pilot so he tests them out. Good for him, I always wanted to learn how to fly but never had the money.  Do you own a plane?",test_550_3
My partner is a pilot. I have a business partner. I have my own business. I do not know how to fly but I have been considering taking lessons. I think learning together would help us both succeed. I am interested in learning to fly. I am willing to exchange work for lessons. I am under a lot of stress due to work. I like the idea of learning together. I have worked at my job since I was a teenager. I am not great at organization. My business involves repairs. I was inexperienced in running the business when I bought it but I am a fast learner. I purchased the business about 10 years ago. I am very organized. I'm good at keeping records. I would like to convert it into a dune buggy. I have a VW Bug. I would like you to help me convert it. I can use my repair shop to work on personal projects. I repair planes. I like Honda cars. I am looking forward to having a job at the repair shop. I prefer working with people I have things in common with. I have postponed getting help because I have not had a connection with someone.,"Business is picking up and I need someone to help me, I can show you the ropes and maybe my partner can help you learn how to fly.  He is! I've been debating on taking lessons myself for quite some time now. Maybe we can do it together.  Give each other the courage and motivation to do it.  I think it would be a lot of fun. With the shop getting busier the timing would be tight, but I think that it's important I do something for myself. Too much stress can do some serious damage in the long run. Plus, if you agree to help out in the shop in exchange for lessons, I might be under a little less pressure. I started working there as a teenager so I've been there for quite some time. When the owner was looking to see about 10 years ago, I jumped at the opportunity. I was really young and inexperienced in the business side of things, but I am a fast learner. I'm really looking forward to working with you, I was thinking you could maybe help me get the shop more organized and then work up to taking on some of the simpler repairs. Wow, good for you.  I should be able to help with the business side of things since I'm good at record keeping and making sure things are organized.  If there's spare time, perhaps we can also work on my VW Beetle and having you turn it into a dune buggy. Definitely! Taking on fun personal projects is one of the best perks of the job. I really think you're going to fall in love with the planes. Yeah, I really think this will work out great for both of us. I haven't wanted to admit it, but I've been needing some help in the shop for a while. I'd much rather work with someone with shared interests than a random stranger. Agreed!  Makes the time go by so much faster.  You sound like a great mechanic, have you been working on cars all your life?",test_550_4
I don't like horror movies. I work in a fast food business. I have a job in food and hospitality. my favorite author is John Grisham. I like 21 pilots. I like music and I love roses. I walk daily. I like to try different food. I like spicy food. I do rock climbing. I know how to play hockey.,"Hello! My friends know I'm terrified of horror movies. Right now I'm working in the fast food restaurant biz. Cool, so am I! I work in the food and hospitality business as well. Do you have a favorite author? Mine is john grisham. Not exactly, I am more into artists and musicians like 21 pilots. Do you like music? I do. I also love roses.. Especially the smell of them. I encounter roses often when I go on my daily walks which I enjoy alot. Being in the food industry and an omnivore, I try many foods. Do you?. I do as well. I love hot foods. Tasty, me too! Especially after I come back home from rock climbing. Do you exercise? I do.. I play hockey a few times a week..",test_551_1
My favorite spicy food is tofu drunken noodles. I like the spicy chicken sandwiches at Burger King. I like any spicy food. I work at McDonald's. I work at McDonald's. I dress in a Hamburglar costume at work. I work at the drive through. I do not get paid to dress as Hamburglar. I was arrested last month at McDonald's. I feel solidarity with other fast food workers.,"I love spicy tofu drunken noodles. Do you like spicy food too? Of course, I really like the spicy chicken sandwich at Burger King. Burger King is the best,  I could eat it every night. I'm a big lover of food too. I like just about anything spicy. I need to try the chicken sandwich at BK. It's weird that I like Burger King so much because I work at McDonald's, but I just can't help myslef. I actually work at McDonald's right now too. They don't have a good spicy option for me.  What job do you do at McDonald's? I dress up as the Hamburglar and steal fries from all the little kids' happy meals. Lol. I wish I had that job. I actually work the drive through. Not to exciting.  Not at all! We are all a little weird in the fast food business.  I'm glad to hear you say that. Are you busy next Wednesday? There was  a police thing at a McDonald's last month and I got arrested. I could really use a character witness. I will be there. I would protect any of my fast food brothers and sisters. ",test_551_2
I have not tried the spicy chicken sandwich yet. I like the spicy chicken sandwich. My usual order is the original chicken sandwich. I like the original chicken sandwich. I prefer McDonald's over Burger King. I work at McDonald's and receive discounts. I like McDonald's. I have been arrested at my workplace for being violent. I work at McDonald's.,"No, I haven't tried it yet? is it any good? It's pretty good! It's hot but not tooo hot, just the right amount of juicy chicken spice That sounds good! I usually order the original chicken sandwich. I think they make it really well. I like McD's because I work there and so get some discounts on the food too lol Yes! You mentioned working there. Why did you get arrested there last month? Some kid was making fun of my hamburglar costume so i punched him lol You work at McD's too right, ever encounter any customers you wanna punch? ahah Oh, of course I have, but I just try to keep my cool.",test_551_3
My manager suggest me behaving appropriately for my promotion. You will get that promotion. I have been working really hard for that promotion. I will get that promotion I'm really working hard. I could get promotion If i work hard. I eat a lot of McDonalds food. i'm always getting my dinner in McDonalds . I had too much foods. we have to change our food habits.,My manager told me I could be in line for a promotion as long as I continue behaving appropriately! I hope so I have been working really hard latley and changing the way I behave trying to better myself. I will get there i'm really working hard on myself. How's work going for you? Yeah it's going good I hope if I work hard myself I might get a promotion someday as well. Do you eat a lot of McDonalds food as you work there like myself? I know what you mean i'm always getting my dinner there when i'm at work. You think you would get fed up of it but you don't lol.,test_551_4
I'm hunter. I have a job. i have a record. I'm a lifeguard. I'm married for 15 years. I'm single and I have an airboat. I played football. I love trucks. I love horror movies. I'm scared of alligators.,Gray there. Just getting in from a hunt for gator. Mmm mmm. How are you? Fine. Just heading to work at the beach. Pc beach. I watch for people in the water needing help. I see. I use an airbag for my hunting they run real good. Cool. I've been married for 15 yrs. You married? No. Single. Jeez I don't like this auto correct stuff. I meant air boat. I was captain when I played for georgia bulldogs.. Nice. I almost went hungry to get my truck tired recently. I'd love an 81 camaro though. Awesome ride. I love watching freddy kruger. I'll pass on that. They are real. They put up a good fight.,test_552_1
I spent time at the beach this week. I'm afraid of alligators. I have a cousin. I'm afraid of alligators. I think horror movies are creepy. I love horror movies. I'm a fan of the movie Jaws. I am a life guard. I have an airboat. I have a wife. I am single. I think there are lots of good things about marriage.,"Not this week, no! But there were definitely a few close calls with some people who got a little too far out. My cousin was drunk and fell off my airboat once. That was about as close as I have ever been to having to jump into the water to save someone. I sure wasnt going in with those alligators though! Uh yeah no. There's no way I'd want to be in the water with those things. The idea makes me shudder. I'll take whales and fish any day. They arent so bad if you stay out of their water and dont bother them. They sure arent as bad as those movies you love so much! That guy with the blue jumpsuit and white mask gives me the creeps! Hey, horror flicks are awesome. How can you have a boat and not love Jaws? Come on now! Haha! When someone's in trouble out there, I go into this hyper focused mode where I don't really hear or see much of anything other than the person I'm trying to get to. Don't really think about sharks! You need to get an airboat like I have. If someone is in trouble just fire it up, drive it down the beach and out to the water to get them! That is the joy of being single. I dont have to ask permission. If I want and airboat, I get one. If I want a new truck, I get it.  I remember those days! But there are lots of good things about marriage so I can't complain too much.",test_552_2
I loaded an airboat on a trailer. I like the beach. I like the beach. I have an airboat. I have a wife. I am a lifeguard. I have life jackets. I am a hunter. I always wear a life jacket. I have never hunted but would like to try. I hunt deer season.,"I've just finished loading the airboat onto a trailer.  I'm heading to the beach soon.  Are you working this afternoon? No. I'm off. Heck. I'm heading to the beach myself. Perhaps we'll see each other there. I'm willing but let me ask the wife to see if she wants too as well. By all means! Do you guys have life jackets? I might have some spares that should fit if you don't. Of course. Remember, I'm a lifeguard. I'm all about safety. I get that. Safety first! I always make sure to wear a life jacket when I take the airboat out and high visibility gear when I go hunting.  Wow. I'd never gone hunting. I'd like to try it. If you would like to, we can plan a weekend to go out during deer season. It can be pretty quiet, but a great way to relax and get into the swing of hunting. Have you ever handled a rifle before?",test_552_3
I work at the Beach. I am scared of alligators. I was never raised with pets. I am afraid of most animals. I am a hunter. I love horror movies. I watched the new Conjuring film. I have an HBO subscription.,"Yup! I've been working there a lot lately. There have been quite a few sharks out there lately so I have to be super vigilant.  Haha I wouldn't say I'm scared of sharks like I am of alligators... but I know they can be dangerous so I definitely try to stay clear of them for sure. What about you? I'm afraid of most animals. I wasn't raised with any pets so that's probably why That's probably why. I'm not up too close and they don't get to hurt me. I'm scared of alot of things, case in point horror movies Yes! We just watched the new one on HBO. It was pretty good. The first ones are way better but I still really enjoy all of them - there's a good story line to them all. When did you get an HBO subscription? Should I get one? We've had one for a while now. I recommend it! They have some really good tv shows along with movies.",test_552_4
I don't have any tattoos. I have 5 tattoos. I like most movies. I like the TV show Friends. I prefer TV to movies. I have 2 kids. I don't have kids. I'm middle aged. I don't have a car. I work at my mom's coffee shop. I manage rental properties. I love graffiti.,"No I do not. Do u like movies? Too bad. Tattoos are great. I have 5, one is a pizza slice.. Haha nice. I'm a movie fan like almost everything. Movies are okay. Tv is better, especially friends. I have a friends tattoo. Do u have any kids? I have 2. No kids but I do have a random baby tattooed on me. Just thought it was cute. Working at my mom's coffee shop. Gotta walk a mile there, don't have a car. Cool. Any rental that has graffiti? I love graffiti.",test_553_1
I enjoy the TV show Friends. I also enjoy the TV show friends. My favorite character is Ross. My favorite character is Rachel. I am not brave enough to get a tattoo. I want a tattoo. I have a sleeve tattoo that is not yet finished. My tattoo will be finished after two more hours of work. I paid $1500 for my tattoo. I have more than one tattoo. My first tattoo was a Nirvana smiley face. I want a dolphin tattoo.,"I watched all of season 3 of Friends.  Did you start with Season 1 or just go right to Season 3? That is a good show!! Who's your favorite character? I like Ross! He tries so hard but still comes up short! He makes me laugh! I just went back and watched season 3 again. I like Ross, but Rachel is my favorite.  Ahhhh I see! You watched them before and now you rewatched season 3. What is it you like about Rachel? You know in real life I think all of those actors got matching tattos. Wish I was brave enough to get a tatto! I like Rachel because of her quirkiness.  I didn't know that about the tattoos. I would fit in well! I in the process of finishing my sleeve tattoo.  I'm 6 hours into it. I still have 2 more hours to go. This thing is going to cost me 1500 by the time it's complete. It was a Nirvana smiley face tattoo.  Cool! I'd like to have a dolphin on my ankle, but I thought I might start out with a star on my wrist just to see what it's like. How many do you have?",test_553_2
I watch Friends. I have not seen the Friends reunion special. I want to finish the Friends series then watch the reunion show. I have properties in Paramus NJ. I do not have property. I am saving money. I am not sure about buying a property on the rough side of town. I bought a run down duplex and then raised rates. I find properties where others are buying or adding retail.,"Yes!  im hoping to have time tis weekend to watch it.  They just did a reunion special on HBO I've seen a bunch of YouTube ads for it, but haven't actually seen it yet. Did you watch it? not yet, I want to finish the series before I see the reunion show.  I heard Lady Gaga did a cover of smelly cat.  I really want to see that. Oof that sounds like a riot! That song was hilarious enough with Phoebe doing it. Speaking of a New York show, do you have any properties in the city? Not in New York.  I have a few in Paramus NJ so its not to far of a drive unless there is traffic I'm sure those are occupied all the time. I'm saving, but it feels like getting a property is in the very distant future for me. It was a run down duplex.  I put some work into making it better, but it was in an area that was up and coming so i got in early and was able to raise rates",test_553_3
I'm on season 7 of Friends. I want to watch the Friends reunion. I've finished all the seasons. I don't like it much but need to save up money to buy a house. I work at my mom's coffee shop. I haven't found a house in a nice area that I like yet. I manage rental properties. I don't want to live with another person. I have a tattoo. My tattoo isn't finished yet. I don't have a tattoo but may want one.,"I am on season 7 so I only have a few more seasons to go! Have you had time to watch the reunion special yet? No I haven't seen it yet but I really want to! Maybe we can watch it together when you've finished all the series.  It's going okay - I don't especially enjoy the job but I'm just grateful to have one. I really need to save up more money so I can buy a house in a decent area.  I've looked, but at the moment the only ones I can afford are on the rough side of town, and I really don't want to live there. You work in property don't you? Do you have any recommendations of where I could find a decent property for low price? To be honest I would rather live alone, I don't think it would end well if I lived with another person. That's why I want to save up the money to buy a decent place. I kind of wish I hadn't spent so much on my latest tattoo... Not quite - it needs about 2 more hours of work and then it will be done! I might have to hold off on the last part though, until I've saved up more money. Did you pluck up the courage to get a tattoo yet?",test_553_4
I have two snakes. I go hiking. I'm a scuba diver. I have never been to Hawaii. I have an ex-wife. I've been to Hawaii three times. I used to be in the marines. I am a musician. I play guitar. I was a trainer for the marines. I voted for Kasich in 2016.,"Hello, I my two snakes and I are just great. You? I am great, just getting in from a big hike. Sounds great! I'm an avid scuba diver, ever been to hawaii? No I have never been, I bet it is beautiful though! It sure is, my ex wife and I went three times before I retired from the marines. My neighbor was a marine, best neighbor I could ever ask for. Yes, we are. What do you do for a living? I am a musician. I play guitar and sing at bars and whoever will have me. Sounds exciting, I could never get up the nerve to do that. I am retired. I used to train the mwd's in the marines. I wrote in kasich, as I cannot stand either clinton or trump.",test_556_1
"I feed them mice. I have pet snakes. I like to hike. I'm terrified of snakes. I go scuba diving once a month. I dream of diving in Hawaii. I would like to learn to scuba dive. I was a marine. I picked up my diving skills in the marines. I do not want to do that again. I worked in explosive decommissions as a marine. I left the marines in 2016. I live in Pensacola, Florida.","I did. Two mice lost their lives. Do you ever run across any snakes while hiking? I haven't, thank god! I would be terrified. Have you gone scuba diving recently?  I try to go once a month.  It's a real thrill. You wouldn't believe some of things you see.  I bet! How would I go about learning how to scuba dive? I've always wanted to try. Scuba diving in Hawaii would be a dream Yes. I learned in the marines. It was a little more intense to learn that way, but i'm glad I know how to do it now.  I was in explosive decommission. I never want to do that again! I left the marines in 2016 and now reside in pensacola, florida. ",test_556_2
"I found a local place for diving lessons. I have been saving for a trip to Hawaii. I want to have my first dive there. I have an ex wife. I have done dives in Hawaii. I am going to Hawaii this fall. I should be able to go to Hawaii in a month. I will move to Hawaii next year if I can find a house. I have money coming from my ex. We can go diving in Hawaii. I have snakes and dogs. I would like to be on the beach. I might get a condo. My pets names are Slinky, Nagini, Bean, and Boris.","I actually just made a couple of calls and I found a local place where I can take diving lessons.  I'm so exccited! I've been trying to save up the money for a trip to Hawaii. I would love to have my first dive there! I have done a few dives in Hawaii and all have been great.  In fact, the only thing I didn't like was that my ex-wife was along as well!  lol.  Any idea when you will be going?  I plan on going back this fall for 2 weeks. I should be able to go in about a month! im so excited because I've heard it is so beautiful. It is.  I plan on looking for a house while I am there.  If I can find something I like I will move there next year.   Oh thats so cool. Maybe I can vacation in Hawaii and we can hang out for a while? Sure.  We will have to go diving of course.  I am going to look at my options on all the islands.  Since I have some money coming from my ex-wife, I should be able to afford something nice.   I would love to get something on the beach, but that may be a bit out of my price range.  I was going to look at condos, but I want a place I can take my pets - both my snakes and my dogs.",test_556_3
I was in the Marines about 4 years. I'm a pacifist. I saw combat in the Marines. I haven't saved enough money to go to Hawaii yet. I like saving money. I'm going to look for a house to buy in Hawaii. I have an accountant.,"It was about 4 years. I had a lot of crazy experiences. Would you ever consider joining? Not quite yet. I should be able to go in about a month. I hear it's really expensive there. Is that true? That's true. Saving money is pretty key with me. Maybe I'll get a condo to rent and then I can cook at home. Are you still going to look for a place to buy in Hawaii? Haha. Well, I'll try. I'll have to talk to my accountant about it and see what she says. That is definitely true, but now I feel like you're just trying to convince me so you have a free place to stay. haha",test_556_4
Sometimes I skip school to chat online. I go to school. I just finished my Master's degree in Business. I graduated from Boston University. I am 14 years old. I am originally from India. I am going to apply for UGA next semester. I am a Junior in High School. I like to play tennis. I also enjoy writing. I like to march and play in a band. I also like cooking it. My favorite food is Indian food. My favorite is chicken nuggets and mashed potatoes. I love school food. Both of my parents are from the US. Both of my parents work at my school. I do not live in India.,"I'm great! I decided to skip school to chat online. Nice for you. I finished business with master's degree. Boston university. What grade you? Im immigrant from india at age 14. I'm a junior at my high school! I'm applying to uga next semester. That sound good. Do you have hobbies? I like to play tennis most. Marching and concert band. I also like to write too. Oh I see, sound good. Favorite food? Mine is indian cuisine, which I love cooking. Chicken nuggets and mashed potatoes. School food is so delicious! Yes! Both my parent's work at my school. How's india? Nice that parents there. I have not been back to india since age 14.",test_558_1
"My favorite school food is chicken nuggets and mashed potatoes. I go to school. I also love school pizza, french fries and burgers. I did not enjoy the pizza my school served. I like ethnic food. My school sometimes serves Indian food. I like any food with curry in it. The Indian food at school is too spicy for me, but it's pretty good. I like spicy food. I like to cook but I don't have a lot of time to do it. I cook for my family. My family isn't critical of the dishes I cook. I can make pasta correctly. I'm not a very good cook. I am the section leader in the marching band. I play trumpet in the school band. I don't play any musical instruments. I might take piano lessons.","Other than chicken nuggets and mashed potatoes (my favorites), I also love school pizza, burgers, and french fries. Ugh! I remember the pizza at my school. It tasted like cardboard! Looks like your school has a nice variety though. I wish they would serve some ethnic food though. Nice! I enjoy anything with curry in it. Do you like their Indian food? It's pretty good but it's way too spicy for me haha, you could probably handle it better than I do.  Have you practiced cooking Indian food lately? I don't have a lot of time for cooking, but I do try to do it a couple times a month. My family appreciates my attempts and aren't too critical. Do you cook? I try to but I'm not very good at it.  Pasta is about the only thing I can cook correctly. that is very true.  I play the trumpet and I'm the section leader in my school's marching band. Nice! I always wanted to learn an instrument but I was too busy with my studies. I still might take piano lessons. I always imagined playing the piano. do you know of any teachers in your area?  I might be able to find one through my music connections.",test_558_2
